country,continent,year,lifeexp,pop,gdppercap,iso_alpha,iso_num
Lesotho,Africa,1987,57.18,1599200,773.99,LSO,426
Lesotho,Africa,1992,59.68,1803195,977.49,LSO,426
Lesotho,Africa,1997,55.56,1982823,1186.15,LSO,426
Lesotho,Africa,2002,44.59,2046772,1275.18,LSO,426
Lesotho,Africa,2007,42.59,2012649,1569.33,LSO,426
Liberia,Africa,1952,38.48,863308,575.57,LBR,430
Liberia,Africa,1957,39.49,975950,620.97,LBR,430
Liberia,Africa,1962,40.5,1112796,634.2,LBR,430
Liberia,Africa,1967,41.54,1279406,713.6,LBR,430
Liberia,Africa,1972,42.61,1482628,803.01,LBR,430
Liberia,Africa,1977,43.76,1703617,640.32,LBR,430
Liberia,Africa,1982,44.85,1956875,572.2,LBR,430
Liberia,Africa,1987,46.03,2269414,506.11,LBR,430
Liberia,Africa,1992,40.8,1912974,636.62,LBR,430
Liberia,Africa,1997,42.22,2200725,609.17,LBR,430
Liberia,Africa,2002,43.75,2814651,531.48,LBR,430
Liberia,Africa,2007,45.68,3193942,414.51,LBR,430
Libya,Africa,1952,42.72,1019729,2387.55,LBY,434
Libya,Africa,1957,45.29,1201578,3448.28,LBY,434
Libya,Africa,1962,47.81,1441863,6757.03,LBY,434
Libya,Africa,1967,50.23,1759224,18772.75,LBY,434
Libya,Africa,1972,52.77,2183877,21011.5,LBY,434
Libya,Africa,1977,57.44,2721783,21951.21,LBY,434
Libya,Africa,1982,62.16,3344074,17364.28,LBY,434
Libya,Africa,1987,66.23,3799845,11770.59,LBY,434
Libya,Africa,1992,68.76,4364501,9640.14,LBY,434
Libya,Africa,1997,71.56,4759670,9467.45,LBY,434
Libya,Africa,2002,72.74,5368585,9534.68,LBY,434
Libya,Africa,2007,73.95,6036914,12057.5,LBY,434
Madagascar,Africa,1952,36.68,4762912,1443.01,MDG,450
Madagascar,Africa,1957,38.86,5181679,1589.2,MDG,450
Madagascar,Africa,1962,40.85,5703324,1643.39,MDG,450
Madagascar,Africa,1967,42.88,6334556,1634.05,MDG,450
Madagascar,Africa,1972,44.85,7082430,1748.56,MDG,450
Madagascar,Africa,1977,46.88,8007166,1544.23,MDG,450
Madagascar,Africa,1982,48.97,9171477,1302.88,MDG,450
Madagascar,Africa,1987,49.35,10568642,1155.44,MDG,450
Madagascar,Africa,1992,52.21,12210395,1040.68,MDG,450
Madagascar,Africa,1997,54.98,14165114,986.3,MDG,450
Madagascar,Africa,2002,57.29,16473477,894.64,MDG,450
Madagascar,Africa,2007,59.44,19167654,1044.77,MDG,450
Malawi,Africa,1952,36.26,2917802,369.17,MWI,454
Malawi,Africa,1957,37.21,3221238,416.37,MWI,454
Malawi,Africa,1962,38.41,3628608,427.9,MWI,454
Malawi,Africa,1967,39.49,4147252,495.51,MWI,454
Malawi,Africa,1972,41.77,4730997,584.62,MWI,454
Malawi,Africa,1977,43.77,5637246,663.22,MWI,454
Malawi,Africa,1982,45.64,6502825,632.8,MWI,454
Malawi,Africa,1987,47.46,7824747,635.52,MWI,454
Malawi,Africa,1992,49.42,10014249,563.2,MWI,454
Malawi,Africa,1997,47.5,10419991,692.28,MWI,454
Malawi,Africa,2002,45.01,11824495,665.42,MWI,454
Malawi,Africa,2007,48.3,13327079,759.35,MWI,454
Malaysia,Asia,1952,48.46,6748378,1831.13,MYS,458
Malaysia,Asia,1957,52.1,7739235,1810.07,MYS,458
Malaysia,Asia,1962,55.74,8906385,2036.88,MYS,458
Malaysia,Asia,1967,59.37,10154878,2277.74,MYS,458
Malaysia,Asia,1972,63.01,11441462,2849.09,MYS,458
Malaysia,Asia,1977,65.26,12845381,3827.92,MYS,458
Malaysia,Asia,1982,68.0,14441916,4920.36,MYS,458
Malaysia,Asia,1987,69.5,16331785,5249.8,MYS,458
Malaysia,Asia,1992,70.69,18319502,7277.91,MYS,458
Malaysia,Asia,1997,71.94,20476091,10132.91,MYS,458
Malaysia,Asia,2002,73.04,22662365,10206.98,MYS,458
Malaysia,Asia,2007,74.24,24821286,12451.66,MYS,458
Mali,Africa,1952,33.68,3838168,452.34,MLI,466
Mali,Africa,1957,35.31,4241884,490.38,MLI,466
Mali,Africa,1962,36.94,4690372,496.17,MLI,466
Mali,Africa,1967,38.49,5212416,545.01,MLI,466
Mali,Africa,1972,39.98,5828158,581.37,MLI,466
Mali,Africa,1977,41.71,6491649,686.4,MLI,466
Mali,Africa,1982,43.92,6998256,618.01,MLI,466
Mali,Africa,1987,46.36,7634008,684.17,MLI,466
Mali,Africa,1992,48.39,8416215,739.01,MLI,466
Mali,Africa,1997,49.9,9384984,790.26,MLI,466
Mali,Africa,2002,51.82,10580176,951.41,MLI,466
Mali,Africa,2007,54.47,12031795,1042.58,MLI,466
Mauritania,Africa,1952,40.54,1022556,743.12,MRT,478
Mauritania,Africa,1957,42.34,1076852,846.12,MRT,478
Mauritania,Africa,1962,44.25,1146757,1055.9,MRT,478
Mauritania,Africa,1967,46.29,1230542,1421.15,MRT,478
Mauritania,Africa,1972,48.44,1332786,1586.85,MRT,478
Mauritania,Africa,1977,50.85,1456688,1497.49,MRT,478
Mauritania,Africa,1982,53.6,1622136,1481.15,MRT,478
Mauritania,Africa,1987,56.14,1841240,1421.6,MRT,478
Mauritania,Africa,1992,58.33,2119465,1361.37,MRT,478
Mauritania,Africa,1997,60.43,2444741,1483.14,MRT,478
Mauritania,Africa,2002,62.25,2828858,1579.02,MRT,478
Mauritania,Africa,2007,64.16,3270065,1803.15,MRT,478
Mauritius,Africa,1952,50.99,516556,1967.96,MUS,480
Mauritius,Africa,1957,58.09,609816,2034.04,MUS,480
Mauritius,Africa,1962,60.25,701016,2529.07,MUS,480
Mauritius,Africa,1967,61.56,789309,2475.39,MUS,480
Mauritius,Africa,1972,62.94,851334,2575.48,MUS,480
Mauritius,Africa,1977,64.93,913025,3710.98,MUS,480
Mauritius,Africa,1982,66.71,992040,3688.04,MUS,480
Mauritius,Africa,1987,68.74,1042663,4783.59,MUS,480
Mauritius,Africa,1992,69.74,1096202,6058.25,MUS,480
Mauritius,Africa,1997,70.74,1149818,7425.71,MUS,480
Mauritius,Africa,2002,71.95,1200206,9021.82,MUS,480
Mauritius,Africa,2007,72.8,1250882,10956.99,MUS,480
Mexico,Americas,1952,50.79,30144317,3478.13,MEX,484
Mexico,Americas,1957,55.19,35015548,4131.55,MEX,484
Mexico,Americas,1962,58.3,41121485,4581.61,MEX,484
Mexico,Americas,1967,60.11,47995559,5754.73,MEX,484
Mexico,Americas,1972,62.36,55984294,6809.41,MEX,484
Mexico,Americas,1977,65.03,63759976,7674.93,MEX,484
Mexico,Americas,1982,67.4,71640904,9611.15,MEX,484
Mexico,Americas,1987,69.5,80122492,8688.16,MEX,484
Mexico,Americas,1992,71.46,88111030,9472.38,MEX,484
Mexico,Americas,1997,73.67,95895146,9767.3,MEX,484
Mexico,Americas,2002,74.9,102479927,10742.44,MEX,484
Mexico,Americas,2007,76.19,108700891,11977.57,MEX,484
Mongolia,Asia,1952,42.24,800663,786.57,MNG,496
Mongolia,Asia,1957,45.25,882134,912.66,MNG,496
Mongolia,Asia,1962,48.25,1010280,1056.35,MNG,496
Mongolia,Asia,1967,51.25,1149500,1226.04,MNG,496
Mongolia,Asia,1972,53.75,1320500,1421.74,MNG,496
Mongolia,Asia,1977,55.49,1528000,1647.51,MNG,496
Mongolia,Asia,1982,57.49,1756032,2000.6,MNG,496
Mongolia,Asia,1987,60.22,2015133,2338.01,MNG,496
Mongolia,Asia,1992,61.27,2312802,1785.4,MNG,496
Mongolia,Asia,1997,63.62,2494803,1902.25,MNG,496
Mongolia,Asia,2002,65.03,2674234,2140.74,MNG,496
Mongolia,Asia,2007,66.8,2874127,3095.77,MNG,496
Montenegro,Europe,1952,59.16,413834,2647.59,MNE,499
Montenegro,Europe,1957,61.45,442829,3682.26,MNE,499
Montenegro,Europe,1962,63.73,474528,4649.59,MNE,499
Montenegro,Europe,1967,67.18,501035,5907.85,MNE,499
Montenegro,Europe,1972,70.64,527678,7778.41,MNE,499
Montenegro,Europe,1977,73.07,560073,9595.93,MNE,499
Montenegro,Europe,1982,74.1,562548,11222.59,MNE,499
Montenegro,Europe,1987,74.86,569473,11732.51,MNE,499
Montenegro,Europe,1992,75.44,621621,7003.34,MNE,499
Montenegro,Europe,1997,75.44,692651,6465.61,MNE,499
Montenegro,Europe,2002,73.98,720230,6557.19,MNE,499
Montenegro,Europe,2007,74.54,684736,9253.9,MNE,499
Morocco,Africa,1952,42.87,9939217,1688.2,MAR,504
Morocco,Africa,1957,45.42,11406350,1642.0,MAR,504
Morocco,Africa,1962,47.92,13056604,1566.35,MAR,504
Morocco,Africa,1967,50.34,14770296,1711.04,MAR,504
Morocco,Africa,1972,52.86,16660670,1930.19,MAR,504
Morocco,Africa,1977,55.73,18396941,2370.62,MAR,504
Morocco,Africa,1982,59.65,20198730,2702.62,MAR,504
Morocco,Africa,1987,62.68,22987397,2755.05,MAR,504
Morocco,Africa,1992,65.39,25798239,2948.05,MAR,504
Morocco,Africa,1997,67.66,28529501,2982.1,MAR,504
Morocco,Africa,2002,69.61,31167783,3258.5,MAR,504
Morocco,Africa,2007,71.16,33757175,3820.18,MAR,504
Mozambique,Africa,1952,31.29,6446316,468.53,MOZ,508
Mozambique,Africa,1957,33.78,7038035,495.59,MOZ,508
Mozambique,Africa,1962,36.16,7788944,556.69,MOZ,508
Mozambique,Africa,1967,38.11,8680909,566.67,MOZ,508
Mozambique,Africa,1972,40.33,9809596,724.92,MOZ,508
Mozambique,Africa,1977,42.5,11127868,502.32,MOZ,508
Mozambique,Africa,1982,42.8,12587223,462.21,MOZ,508
Mozambique,Africa,1987,42.86,12891952,389.88,MOZ,508
Mozambique,Africa,1992,44.28,13160731,410.9,MOZ,508
Mozambique,Africa,1997,46.34,16603334,472.35,MOZ,508
Mozambique,Africa,2002,44.03,18473780,633.62,MOZ,508
Mozambique,Africa,2007,42.08,19951656,823.69,MOZ,508
Myanmar,Asia,1952,36.32,20092996,331.0,MMR,104
Myanmar,Asia,1957,41.9,21731844,350.0,MMR,104
Myanmar,Asia,1962,45.11,23634436,388.0,MMR,104
Myanmar,Asia,1967,49.38,25870271,349.0,MMR,104
Myanmar,Asia,1972,53.07,28466390,357.0,MMR,104
Myanmar,Asia,1977,56.06,31528087,371.0,MMR,104
Myanmar,Asia,1982,58.06,34680442,424.0,MMR,104
Myanmar,Asia,1987,58.34,38028578,385.0,MMR,104
Myanmar,Asia,1992,59.32,40546538,347.0,MMR,104
Myanmar,Asia,1997,60.33,43247867,415.0,MMR,104
Myanmar,Asia,2002,59.91,45598081,611.0,MMR,104
Myanmar,Asia,2007,62.07,47761980,944.0,MMR,104
Namibia,Africa,1952,41.72,485831,2423.78,NAM,516
Namibia,Africa,1957,45.23,548080,2621.45,NAM,516
Namibia,Africa,1962,48.39,621392,3173.22,NAM,516
Namibia,Africa,1967,51.16,706640,3793.69,NAM,516
Namibia,Africa,1972,53.87,821782,3746.08,NAM,516
Namibia,Africa,1977,56.44,977026,3876.49,NAM,516
Namibia,Africa,1982,58.97,1099010,4191.1,NAM,516
Namibia,Africa,1987,60.84,1278184,3693.73,NAM,516
Namibia,Africa,1992,62.0,1554253,3804.54,NAM,516
Namibia,Africa,1997,58.91,1774766,3899.52,NAM,516
Namibia,Africa,2002,51.48,1972153,4072.32,NAM,516
Namibia,Africa,2007,52.91,2055080,4811.06,NAM,516
Nepal,Asia,1952,36.16,9182536,545.87,NPL,524
Nepal,Asia,1957,37.69,9682338,597.94,NPL,524
Nepal,Asia,1962,39.39,10332057,652.4,NPL,524
Nepal,Asia,1967,41.47,11261690,676.44,NPL,524
Nepal,Asia,1972,43.97,12412593,674.79,NPL,524
Nepal,Asia,1977,46.75,13933198,694.11,NPL,524
Nepal,Asia,1982,49.59,15796314,718.37,NPL,524
Nepal,Asia,1987,52.54,17917180,775.63,NPL,524
Nepal,Asia,1992,55.73,20326209,897.74,NPL,524
Nepal,Asia,1997,59.43,23001113,1010.89,NPL,524
Nepal,Asia,2002,61.34,25873917,1057.21,NPL,524
Nepal,Asia,2007,63.78,28901790,1091.36,NPL,524
Netherlands,Europe,1952,72.13,10381988,8941.57,NLD,528
Netherlands,Europe,1957,72.99,11026383,11276.19,NLD,528
Netherlands,Europe,1962,73.23,11805689,12790.85,NLD,528
Netherlands,Europe,1967,73.82,12596822,15363.25,NLD,528
Netherlands,Europe,1972,73.75,13329874,18794.75,NLD,528
Netherlands,Europe,1977,75.24,13852989,21209.06,NLD,528
Netherlands,Europe,1982,76.05,14310401,21399.46,NLD,528
Netherlands,Europe,1987,76.83,14665278,23651.32,NLD,528
Netherlands,Europe,1992,77.42,15174244,26790.95,NLD,528
Netherlands,Europe,1997,78.03,15604464,30246.13,NLD,528
Netherlands,Europe,2002,78.53,16122830,33724.76,NLD,528
Netherlands,Europe,2007,79.76,16570613,36797.93,NLD,528
New Zealand,Oceania,1952,69.39,1994794,10556.58,NZL,554
New Zealand,Oceania,1957,70.26,2229407,12247.4,NZL,554
New Zealand,Oceania,1962,71.24,2488550,13175.68,NZL,554
New Zealand,Oceania,1967,71.52,2728150,14463.92,NZL,554
New Zealand,Oceania,1972,71.89,2929100,16046.04,NZL,554
New Zealand,Oceania,1977,72.22,3164900,16233.72,NZL,554
New Zealand,Oceania,1982,73.84,3210650,17632.41,NZL,554
New Zealand,Oceania,1987,74.32,3317166,19007.19,NZL,554
New Zealand,Oceania,1992,76.33,3437674,18363.32,NZL,554
New Zealand,Oceania,1997,77.55,3676187,21050.41,NZL,554
New Zealand,Oceania,2002,79.11,3908037,23189.8,NZL,554
New Zealand,Oceania,2007,80.2,4115771,25185.01,NZL,554
Nicaragua,Americas,1952,42.31,1165790,3112.36,NIC,558
Nicaragua,Americas,1957,45.43,1358828,3457.42,NIC,558
Nicaragua,Americas,1962,48.63,1590597,3634.36,NIC,558
Nicaragua,Americas,1967,51.88,1865490,4643.39,NIC,558
Nicaragua,Americas,1972,55.15,2182908,4688.59,NIC,558
Nicaragua,Americas,1977,57.47,2554598,5486.37,NIC,558
Nicaragua,Americas,1982,59.3,2979423,3470.34,NIC,558
Nicaragua,Americas,1987,62.01,3344353,2955.98,NIC,558
Nicaragua,Americas,1992,65.84,4017939,2170.15,NIC,558
Nicaragua,Americas,1997,68.43,4609572,2253.02,NIC,558
Nicaragua,Americas,2002,70.84,5146848,2474.55,NIC,558
Nicaragua,Americas,2007,72.9,5675356,2749.32,NIC,558
Niger,Africa,1952,37.44,3379468,761.88,NER,562
Niger,Africa,1957,38.6,3692184,835.52,NER,562
Niger,Africa,1962,39.49,4076008,997.77,NER,562
Niger,Africa,1967,40.12,4534062,1054.38,NER,562
Niger,Africa,1972,40.55,5060262,954.21,NER,562
Niger,Africa,1977,41.29,5682086,808.9,NER,562
Niger,Africa,1982,42.6,6437188,909.72,NER,562
Niger,Africa,1987,44.56,7332638,668.3,NER,562
Niger,Africa,1992,47.39,8392818,581.18,NER,562
Niger,Africa,1997,51.31,9666252,580.31,NER,562
Niger,Africa,2002,54.5,11140655,601.07,NER,562
Niger,Africa,2007,56.87,12894865,619.68,NER,562
Nigeria,Africa,1952,36.32,33119096,1077.28,NGA,566
Nigeria,Africa,1957,37.8,37173340,1100.59,NGA,566
Nigeria,Africa,1962,39.36,41871351,1150.93,NGA,566
Nigeria,Africa,1967,41.04,47287752,1014.51,NGA,566
Nigeria,Africa,1972,42.82,53740085,1698.39,NGA,566
Nigeria,Africa,1977,44.51,62209173,1981.95,NGA,566
Nigeria,Africa,1982,45.83,73039376,1576.97,NGA,566
Nigeria,Africa,1987,46.89,81551520,1385.03,NGA,566
Nigeria,Africa,1992,47.47,93364244,1619.85,NGA,566
Nigeria,Africa,1997,47.46,106207839,1624.94,NGA,566
Nigeria,Africa,2002,46.61,119901274,1615.29,NGA,566
Nigeria,Africa,2007,46.86,135031164,2013.98,NGA,566
Norway,Europe,1952,72.67,3327728,10095.42,NOR,578
Norway,Europe,1957,73.44,3491938,11653.97,NOR,578
Norway,Europe,1962,73.47,3638919,13450.4,NOR,578
Norway,Europe,1967,74.08,3786019,16361.88,NOR,578
Norway,Europe,1972,74.34,3933004,18965.06,NOR,578
Norway,Europe,1977,75.37,4043205,23311.35,NOR,578
Norway,Europe,1982,75.97,4114787,26298.64,NOR,578
Norway,Europe,1987,75.89,4186147,31540.97,NOR,578
Norway,Europe,1992,77.32,4286357,33965.66,NOR,578
Norway,Europe,1997,78.32,4405672,41283.16,NOR,578
Norway,Europe,2002,79.05,4535591,44683.98,NOR,578
Norway,Europe,2007,80.2,4627926,49357.19,NOR,578
Oman,Asia,1952,37.58,507833,1828.23,OMN,512
Oman,Asia,1957,40.08,561977,2242.75,OMN,512
Oman,Asia,1962,43.16,628164,2924.64,OMN,512
Oman,Asia,1967,46.99,714775,4720.94,OMN,512
Oman,Asia,1972,52.14,829050,10618.04,OMN,512
Oman,Asia,1977,57.37,1004533,11848.34,OMN,512
Oman,Asia,1982,62.73,1301048,12954.79,OMN,512
Oman,Asia,1987,67.73,1593882,18115.22,OMN,512
Oman,Asia,1992,71.2,1915208,18616.71,OMN,512
Oman,Asia,1997,72.5,2283635,19702.06,OMN,512
Oman,Asia,2002,74.19,2713462,19774.84,OMN,512
Oman,Asia,2007,75.64,3204897,22316.19,OMN,512
Pakistan,Asia,1952,43.44,41346560,684.6,PAK,586
Pakistan,Asia,1957,45.56,46679944,747.08,PAK,586
Pakistan,Asia,1962,47.67,53100671,803.34,PAK,586
Pakistan,Asia,1967,49.8,60641899,942.41,PAK,586
Pakistan,Asia,1972,51.93,69325921,1049.94,PAK,586
Pakistan,Asia,1977,54.04,78152686,1175.92,PAK,586
Pakistan,Asia,1982,56.16,91462088,1443.43,PAK,586
Pakistan,Asia,1987,58.24,105186881,1704.69,PAK,586
Pakistan,Asia,1992,60.84,120065004,1971.83,PAK,586
Pakistan,Asia,1997,61.82,135564834,2049.35,PAK,586
Pakistan,Asia,2002,63.61,153403524,2092.71,PAK,586
Pakistan,Asia,2007,65.48,169270617,2605.95,PAK,586
Panama,Americas,1952,55.19,940080,2480.38,PAN,591
Panama,Americas,1957,59.2,1063506,2961.8,PAN,591
Panama,Americas,1962,61.82,1215725,3536.54,PAN,591
Panama,Americas,1967,64.07,1405486,4421.01,PAN,591
Panama,Americas,1972,66.22,1616384,5364.25,PAN,591
Panama,Americas,1977,68.68,1839782,5351.91,PAN,591
Panama,Americas,1982,70.47,2036305,7009.6,PAN,591
Panama,Americas,1987,71.52,2253639,7034.78,PAN,591
Panama,Americas,1992,72.46,2484997,6618.74,PAN,591
Panama,Americas,1997,73.74,2734531,7113.69,PAN,591
Panama,Americas,2002,74.71,2990875,7356.03,PAN,591
Panama,Americas,2007,75.54,3242173,9809.19,PAN,591
Paraguay,Americas,1952,62.65,1555876,1952.31,PRY,600
Paraguay,Americas,1957,63.2,1770902,2046.15,PRY,600
Paraguay,Americas,1962,64.36,2009813,2148.03,PRY,600
Paraguay,Americas,1967,64.95,2287985,2299.38,PRY,600
Paraguay,Americas,1972,65.82,2614104,2523.34,PRY,600
Paraguay,Americas,1977,66.35,2984494,3248.37,PRY,600
Paraguay,Americas,1982,66.87,3366439,4258.5,PRY,600
Paraguay,Americas,1987,67.38,3886512,3998.88,PRY,600
Paraguay,Americas,1992,68.22,4483945,4196.41,PRY,600
Paraguay,Americas,1997,69.4,5154123,4247.4,PRY,600
Paraguay,Americas,2002,70.76,5884491,3783.67,PRY,600
Paraguay,Americas,2007,71.75,6667147,4172.84,PRY,600
Peru,Americas,1952,43.9,8025700,3758.52,PER,604
Peru,Americas,1957,46.26,9146100,4245.26,PER,604
Peru,Americas,1962,49.1,10516500,4957.04,PER,604
Peru,Americas,1967,51.44,12132200,5788.09,PER,604
Peru,Americas,1972,55.45,13954700,5937.83,PER,604
Peru,Americas,1977,58.45,15990099,6281.29,PER,604
Peru,Americas,1982,61.41,18125129,6434.5,PER,604
Peru,Americas,1987,64.13,20195924,6360.94,PER,604
Peru,Americas,1992,66.46,22430449,4446.38,PER,604
Peru,Americas,1997,68.39,24748122,5838.35,PER,604
Peru,Americas,2002,69.91,26769436,5909.02,PER,604
Peru,Americas,2007,71.42,28674757,7408.91,PER,604
Philippines,Asia,1952,47.75,22438691,1272.88,PHL,608
Philippines,Asia,1957,51.33,26072194,1547.94,PHL,608
Philippines,Asia,1962,54.76,30325264,1649.55,PHL,608
Philippines,Asia,1967,56.39,35356600,1814.13,PHL,608
Philippines,Asia,1972,58.06,40850141,1989.37,PHL,608
Philippines,Asia,1977,60.06,46850962,2373.2,PHL,608
Philippines,Asia,1982,62.08,53456774,2603.27,PHL,608
Philippines,Asia,1987,64.15,60017788,2189.63,PHL,608
Philippines,Asia,1992,66.46,67185766,2279.32,PHL,608
Philippines,Asia,1997,68.56,75012988,2536.53,PHL,608
Philippines,Asia,2002,70.3,82995088,2650.92,PHL,608
Philippines,Asia,2007,71.69,91077287,3190.48,PHL,608
Poland,Europe,1952,61.31,25730551,4029.33,POL,616
Poland,Europe,1957,65.77,28235346,4734.25,POL,616
Poland,Europe,1962,67.64,30329617,5338.75,POL,616
Poland,Europe,1967,69.61,31785378,6557.15,POL,616
Poland,Europe,1972,70.85,33039545,8006.51,POL,616
Poland,Europe,1977,70.67,34621254,9508.14,POL,616
Poland,Europe,1982,71.32,36227381,8451.53,POL,616
Poland,Europe,1987,70.98,37740710,9082.35,POL,616
Poland,Europe,1992,70.99,38370697,7738.88,POL,616
Poland,Europe,1997,72.75,38654957,10159.58,POL,616
Poland,Europe,2002,74.67,38625976,12002.24,POL,616
Poland,Europe,2007,75.56,38518241,15389.92,POL,616
Portugal,Europe,1952,59.82,8526050,3068.32,PRT,620
Portugal,Europe,1957,61.51,8817650,3774.57,PRT,620
Portugal,Europe,1962,64.39,9019800,4727.95,PRT,620
Portugal,Europe,1967,66.6,9103000,6361.52,PRT,620
Portugal,Europe,1972,69.26,8970450,9022.25,PRT,620
Portugal,Europe,1977,70.41,9662600,10172.49,PRT,620
Portugal,Europe,1982,72.77,9859650,11753.84,PRT,620
Portugal,Europe,1987,74.06,9915289,13039.31,PRT,620
Portugal,Europe,1992,74.86,9927680,16207.27,PRT,620
Portugal,Europe,1997,75.97,10156415,17641.03,PRT,620
Portugal,Europe,2002,77.29,10433867,19970.91,PRT,620
Portugal,Europe,2007,78.1,10642836,20509.65,PRT,620
Puerto Rico,Americas,1952,64.28,2227000,3081.96,PRI,630
Puerto Rico,Americas,1957,68.54,2260000,3907.16,PRI,630
Puerto Rico,Americas,1962,69.62,2448046,5108.34,PRI,630
Puerto Rico,Americas,1967,71.1,2648961,6929.28,PRI,630
Puerto Rico,Americas,1972,72.16,2847132,9123.04,PRI,630
Puerto Rico,Americas,1977,73.44,3080828,9770.52,PRI,630
Puerto Rico,Americas,1982,73.75,3279001,10330.99,PRI,630
Puerto Rico,Americas,1987,74.63,3444468,12281.34,PRI,630
Puerto Rico,Americas,1992,73.91,3585176,14641.59,PRI,630
Puerto Rico,Americas,1997,74.92,3759430,16999.43,PRI,630
Puerto Rico,Americas,2002,77.78,3859606,18855.61,PRI,630
Puerto Rico,Americas,2007,78.75,3942491,19328.71,PRI,630
Reunion,Africa,1952,52.72,257700,2718.89,REU,638
Reunion,Africa,1957,55.09,308700,2769.45,REU,638
Reunion,Africa,1962,57.67,358900,3173.72,REU,638
Reunion,Africa,1967,60.54,414024,4021.18,REU,638
Reunion,Africa,1972,64.27,461633,5047.66,REU,638
Reunion,Africa,1977,67.06,492095,4319.8,REU,638
Reunion,Africa,1982,69.89,517810,5267.22,REU,638
Reunion,Africa,1987,71.91,562035,5303.38,REU,638
Reunion,Africa,1992,73.61,622191,6101.26,REU,638
Reunion,Africa,1997,74.77,684810,6071.94,REU,638
Reunion,Africa,2002,75.74,743981,6316.17,REU,638
Reunion,Africa,2007,76.44,798094,7670.12,REU,638
Romania,Europe,1952,61.05,16630000,3144.61,ROU,642
Romania,Europe,1957,64.1,17829327,3943.37,ROU,642
Romania,Europe,1962,66.8,18680721,4735.0,ROU,642
Romania,Europe,1967,66.8,19284814,6470.87,ROU,642
Romania,Europe,1972,69.21,20662648,8011.41,ROU,642
Romania,Europe,1977,69.46,21658597,9356.4,ROU,642
Romania,Europe,1982,69.66,22356726,9605.31,ROU,642
Romania,Europe,1987,69.53,22686371,9696.27,ROU,642
Romania,Europe,1992,69.36,22797027,6598.41,ROU,642
Romania,Europe,1997,69.72,22562458,7346.55,ROU,642
Romania,Europe,2002,71.32,22404337,7885.36,ROU,642
Romania,Europe,2007,72.48,22276056,10808.48,ROU,642
Rwanda,Africa,1952,40.0,2534927,493.32,RWA,646
Rwanda,Africa,1957,41.5,2822082,540.29,RWA,646
Rwanda,Africa,1962,43.0,3051242,597.47,RWA,646
Rwanda,Africa,1967,44.1,3451079,510.96,RWA,646
Rwanda,Africa,1972,44.6,3992121,590.58,RWA,646
Rwanda,Africa,1977,45.0,4657072,670.08,RWA,646
Rwanda,Africa,1982,46.22,5507565,881.57,RWA,646
Rwanda,Africa,1987,44.02,6349365,847.99,RWA,646
Rwanda,Africa,1992,23.6,7290203,737.07,RWA,646
Rwanda,Africa,1997,36.09,7212583,589.94,RWA,646
Rwanda,Africa,2002,43.41,7852401,785.65,RWA,646
Rwanda,Africa,2007,46.24,8860588,863.09,RWA,646
Sao Tome and Principe,Africa,1952,46.47,60011,879.58,STP,678
Sao Tome and Principe,Africa,1957,48.94,61325,860.74,STP,678
Sao Tome and Principe,Africa,1962,51.89,65345,1071.55,STP,678
Sao Tome and Principe,Africa,1967,54.42,70787,1384.84,STP,678
Sao Tome and Principe,Africa,1972,56.48,76595,1532.99,STP,678
Sao Tome and Principe,Africa,1977,58.55,86796,1737.56,STP,678
Sao Tome and Principe,Africa,1982,60.35,98593,1890.22,STP,678
Sao Tome and Principe,Africa,1987,61.73,110812,1516.53,STP,678
Sao Tome and Principe,Africa,1992,62.74,125911,1428.78,STP,678
Sao Tome and Principe,Africa,1997,63.31,145608,1339.08,STP,678
Sao Tome and Principe,Africa,2002,64.34,170372,1353.09,STP,678
Sao Tome and Principe,Africa,2007,65.53,199579,1598.44,STP,678
Saudi Arabia,Asia,1952,39.88,4005677,6459.55,SAU,682
Saudi Arabia,Asia,1957,42.87,4419650,8157.59,SAU,682
Saudi Arabia,Asia,1962,45.91,4943029,11626.42,SAU,682
Saudi Arabia,Asia,1967,49.9,5618198,16903.05,SAU,682
Saudi Arabia,Asia,1972,53.89,6472756,24837.43,SAU,682
Saudi Arabia,Asia,1977,58.69,8128505,34167.76,SAU,682
Saudi Arabia,Asia,1982,63.01,11254672,33693.18,SAU,682
Saudi Arabia,Asia,1987,66.3,14619745,21198.26,SAU,682
Saudi Arabia,Asia,1992,68.77,16945857,24841.62,SAU,682
Saudi Arabia,Asia,1997,70.53,21229759,20586.69,SAU,682
Saudi Arabia,Asia,2002,71.63,24501530,19014.54,SAU,682
Saudi Arabia,Asia,2007,72.78,27601038,21654.83,SAU,682
Senegal,Africa,1952,37.28,2755589,1450.36,SEN,686
Senegal,Africa,1957,39.33,3054547,1567.65,SEN,686
Senegal,Africa,1962,41.45,3430243,1654.99,SEN,686
Senegal,Africa,1967,43.56,3965841,1612.4,SEN,686
Senegal,Africa,1972,45.82,4588696,1597.71,SEN,686
Senegal,Africa,1977,48.88,5260855,1561.77,SEN,686
Senegal,Africa,1982,52.38,6147783,1518.48,SEN,686
Senegal,Africa,1987,55.77,7171347,1441.72,SEN,686
Senegal,Africa,1992,58.2,8307920,1367.9,SEN,686
Senegal,Africa,1997,60.19,9535314,1392.37,SEN,686
Senegal,Africa,2002,61.6,10870037,1519.64,SEN,686
Senegal,Africa,2007,63.06,12267493,1712.47,SEN,686
